ID	text	emotion
317549	Підозрюю, що кілька людей відчувають огид, це викликає дивну незручну захоплюючість.	surprise
357255	Я почувався трохи скаржливим щодо відповіді, яку дав на попереднє питання, вказуючи, що не хочу бути як він.	sadness
290033	Я почуваюся як дивак, але Бет заверила мене, що мої ноги фактично знаходяться в правильному положенні і не перед його носом, як вони здаються мені.	joy
344334	Я переплів свою найкращу подругу, яка називається Хейлізіггід. Вона допомагає мені почуватися менш ненависною та менш кретинською, оскільки мій співбесідник на роботу в Walgreens взагалі мене провалив. Він постійно називав мене маленькою дівчинкою. Чи можете ви, будь ласка, показати маленькій дівчинці дорогу на виході?	anger
293431	Я фактично трохи переваляюся в ліжку, що дуже приємно.	surprise
363335	Я перебуваю під часовим тиском і починаю відчувати тривогу та роздратування, оскільки кожна маленька річ, яку робить Алексіс і вимагає моєї уваги, затримує мене і заважає робити те, що маю робити вчасно.	fear
38255	Я відчуваю це у твоїх кістках і переконую тебе своїми романтичними словами.	love
279569	я відчуваю, що світ повинен зупинитися, щоб оплакати одну з найніжніших душ, коли він перетинає міст	love
148442	Я відчуваю найбільшу страсті, коли йдеться про проектування місця, в якому людина не тільки матиме користь, а й зможе розвиватися як особистість, будіть то школи або релігійні споруди.	love
49705	Я відчуваю, що він грубий.	anger
292239	Я маю "товстий" день, я буду боротися, щоб почуватися розумним і здібним.	joy
317682	Я мусив привести хоча б деякі з кімнат у будинку до більш приємного та життєздатного вигляду.	joy
392309	Я відчуваюся жахливо, що призводить до спіралі вниз.	sadness
214118	Я не знаю що робити, відчуваючи себе самолюбцем, оскільки мені потрібна моя мама, коли моя сестра, як здається, потребує її більше.	anger
269683	я все ще відчуваю, що я десь на півдні. Дороги надзвичайно небезпечні, тротуари брудні і нерівні, головні вулиці вкриті знаками на стінах, які рекламують все.	anger
411546	Я маю бажання забруднитися.	sadness
409606	Я відчуваю себе дуже погано через це.	sadness
241974	Я був би відчував перелякання.	fear
404044	Я не знав Джессіку, тому це була особлива різноманітність перевіряти її блог, надсилати електронні листи, намагаючись зрозуміти, що їй подобається і що ні.	love
149160	Я не був зовсім проти сидіти з ним на цю ніч, це була одна з рідкісних випадків, коли він почувався надзвичайно любовним.	love
189524	Я вже починаю відчувати відчуження, тому що у мене немає облікового запису в Twitter і мій телефон не є смартфоном.	joy
331701	Я почуваюся дуже розчарованим останнім часом.	sadness
159161	"Я відчуваю такий дискомфорт, коли я наряджений"	fear
49106	я відчуваю ревнощі, коли хтось задає питання	anger
390980	Я знаю, хто тримає мої дні, я знаю, хто ловить кожну сльозу, яку я проливаю, і зберігає їх у небі, та поза болем і стражданням, він все ж таки набагато величніший.	sadness
372653	Я не буду називати імена, оскільки для мене воно виглядало б, ніби я звинувачую цю особу у моїх брехнях, але це не так.	sadness
38553	Я не хочу йти і зустрічатися з кимось, з ким я тільки що розмовляв хвилини. Я не настільки відчайдушний і не хочу отримати електронного листа з пробудженням бажання прийти і пограти.	love
359769	Я відчуваю нерішучість щодо того, чи потрібно цензурувати книгу "Гекльберрі Фінн".	fear
96097	Я відчуваю невпевненість, щоб читати друковані огляди.	fear
99219	Я би все замарив своїми брудними, наляканими руками, якими ти не хочеш, щоб я тебе торкався більше, і продовжував би кидати ручки, листи, келихи, і продовжував би займатися сексом зі співробітниками та офіціантками, але ніколи не тримав би в руках дружини свого найкращого друга, ніколи би до неї не торкався.	fear
411519	я кусаюсь на її тремтячій губі, почуваючи як вода нагромаджується в її очах і горло болить від стримування сльоз. Jai Bani, що сталося?	sadness
291628	Я відчуваю чудово смачну хвилю енергії, пов'язану з проведенням цього заходу.	joy
96185	Я почуваю себе повністю безпомічним у зменшенні кліматичної кризи, мені здається, що мої особисті дії та обережності не здатні зменшити кліматичну несправедливість, і я періодично відчуваю миттєві знеможення через це.	fear
362931	Я міг би уявити себе у Ісааковому взутті та відчувати тривогу, оскільки саме тут все почалося.	fear
279165	Я, безумовно, відчуваю прилив енергії після тренування, що дуже чудово.	love
49485	Я відчуваю роздратування, трохи сумно і дуже просто "біда зі мною".	anger
159104	Я перестав відчувати безпорадність і почав відчувати себе потужним, взявши проактивний підхід до свого власного тіла.	fear
341282	Я відчуваю, що їх підвели місцеві суддівські команди, які помилилися в кількох присудах і справді вплинули на результат.	sadness
213920	Я почуваю нудоту, я відчуваю огиду.	anger
366576	Я вже знаю, яке це дивовижне місце, і для тих, хто цього не знає, я сподіваюся, що ви можете хоча б трохи відчути це прекрасне місце у цьому великому світі.	love
373378	Я просто відчуваю, що це безцінно.	sadness
280048	Я відчуваю таку велику благодать, що ти вірив(ла) у мене і хотів(ла) піти зі мною до цього маленького куточку раю, в якому я полюбив(ла) - прекрасного Белладжіо, Італія.	love
325359	Я не почуваюся роздратованою, і я також збирався зробити пост про Saiunkoku з більш енергійним настроєм, але я вважаю, що краще тримати це окремо.	anger
325350	я все ще з нею, але відчуваю більше розсіяність	anger
116208	Я не почуваю особливої симпатії до нього.	love
291694	Я чітко пам'ятаю, як я, будучи десятирічним, почувався дещо зарозумілим, тим що був достатньо щасливим, щоб врешті-решт піти в загробне життя, якого інші, очевидно, не мали такого щастя.	joy
269265	Я не знаю, просто в мене був такий промон биття в животі, і це дійсно турбувало мене.	anger
310383	Я починаю відчувати смішне, це вилучена спостереження. Я увійшов у її голову, щоб написати, що вона справді почувала та якби відчував це я, якби мені відбулася така ситуація.	surprise
116139	Я хочу спробувати все, що я хочу відчувати все, просто зробити мене розвязною, якщо це означає насолодитися моїм тілом і зробити тебе радісним.	love
366407	Я прощаю себе те, що дозволяв собі відчувати ненависть до своєї матері за те, що вона зрадила мого батька, і в цьому самому також прощаю себе те, що дозволяв собі почувати шкоду за свого батька тим, що в нього така дружина	love
99183	Я почуваю страх перед тим, щоб бути знаним у чесності деяким людям, які були у моєму житті.	fear
277286	Я думала про те, як я хотіла почуватися, але справжнє бажання було бути поміченою.	love
377419	Я знову почав закриватися в своїй кімнаті після того, як відчував себе чудово в гостьовій кімнаті, тому що коли я сиджу там, мене охоплює подразнення і відчуття, що я зламаюся.	anger
190291	На жаль, сьогодні ввечері я не почуваюся дуже спілкуватися.	joy
415815	Я також відчуваю, що альфредо не повинно бути солодким.	love
81975	Я сиджу тут роздратований, почуваючи себе боязким і неспроможним писати про останні кілька репетицій.	fear
49229	Я хворію трохи, але не серйозно, це просто робить мене дуже злобним. А що нового взагалі, правда?	anger
325538	Я раптово почуваю себе жахливо жадібним, але, мабуть, я хотів більше.	anger
303916	Я відчуваю все, що сказано, і я був дуже вражений.	surprise
290063	Я впевнений, що з цього вечора підстерігання на пляжі з'явиться нове кольє.	joy
159191	Я відчуваю більшу тривогу перед ідеєю хлопчика.	fear
290099	Я відчуваю здивування і зацікавленість кожного разу, коли відвідую.	surprise
186931	Я почуваюся так, ніби ніхто, крім кількох вірних друзів, які ви знаєте, хто ви є, не читає це, але мій лічильник говорить інше. Дуже дякую.	love
291383	Я відчуваю, що важливо, щоб член ради мав глибокі знання про закони муніципального фінансування, щоб краще розуміти, як адміністрація формулює свій фінансовий план.	joy
186659	Я відхиляюся, мені потрібно зазвичай обробити свої почуття і перестати перейматися людьми, які багато смокчуть.	love
291861	Я намагаюся прибрати свої ноги, оскільки вони все часто перешкоджають мені і дбають про них, і я все ще відчуваю всі важливі деталі.	joy
148333	Я почуваюся дуже благословенним, що все те, про що я довго мріяв, здійснюється, деякі з них - всю моє життя.	love
34293	Мені здається, це знову інша дівчина. Головне, мене цікавило, чи я знову вгадав правильно.	surprise
169496	Я почав відчувати дуже тривожно стосовно гонки.	fear
179478	Я майже чув себе сором'язливим у такому одязі, оскільки планував носити такий наряд на конвенцію в минулому році.	fear
332742	я сиділа в своєму готельному номері, відчуваючи сум і гіркоту, тому що я була зовсім сама з цією лупаючою головним болем і я просто думала: "подавай на це все, мені потрібно вийти"	sadness
269241	Я думаю, що всі збентежені з того, що вони відчувають, і якщо Зак продовжуватиме злитися через це, то люди будуть думати.	anger
296035	Я знаю, що мені дивно писати це, але якщо я виграю лотерею, я пожертвую виручку на благодійність, і ви можете мені допомогти вибрати.	surprise
82811	Я заснув на дивані після обіду і не прокинувся аж до цього моменту, тому сумнівно, чи зможу проснутися насамперед.	fear
291535	Я вже не відчуваю свободи.	joy
99177	Я почуваюся трохи обезпокоєно, оскільки сьогодні я усвідомив, що мені залишилися лише короткі місяці.	fear
17096	Я розумію, як вона відчуває щодо нашого шлюбу зараз, але дивуюся, що вона готова просто кинути все це без обговорення зі мною і пошуку речей, які ми могли б змінити у нашому шлюбі, щоб змінилися почуття кожного з нас.	surprise
321811	Я вчора вийшов, щоб відсвяткувати закінчення іспитів та результатів і т.д., тому сьогодні я трохи відчуваю себе не дуже кмітливим, ха-ха.	love
49826	Я відчував, коли злитися, що ти мені не довіряєш, і це дуже мене розчулює.	anger
321835	Я просто відчуваю дуже сильну сексуальну збудливість.	love
317714	Я можу почати волонтерську роботу, що дасть мені щось інше, щоб зайнятися, і зробить так, що я буду відчувати, що роблю щось варте.	joy
363490	Я часто відчуваю себе ускладненим і задумливим надраною вранці, а не тільки саме зараз, що я опиняюся в тупику меланхолійних почуттів.	sadness
292191	Я хотів, щоб наші діти відчували те саме, що і я, про це місце, що це було підвищене екстатичне життя, навіть коли я ментально фіксував речі, які змушували дорослого мене розчулюватися.	joy
189498	Я відчуваю, що важливо проникнутися цим почуттям у серце.	joy
348540	Я почуваюся відставкою у вихідний день, коли залишається кілька кілометрів до фінішу на гонках на велосипеді, і починаю хвилюватися.	sadness
416568	Я дізнався про її смерть лише цим вікендом і почуваюся дуже приголомшений цим.	surprise
304490	Я відчуваю набагато більше спокою щодо речей, тому я дивуюся, що зараз у мене так багато проблем.	surprise
291557	я почуваюся сповненим надії	joy
359599	Я починаю іноді відчувати тривогу, навіть жах перед пологами.	fear
377569	Я сумую, що мені не вдасться бути там, щоб побачити це. Відчуваю себе дуже щасливим, що зміг бути маленькою частиною цього протягом місяців.	love
291788	У мене є велика пластикова ящика, наповнена ними, тому я відчуваю, що можу бути трохи щедрішою.	joy
334774	Я відчував щось дивне, коли людина пішла, але я вирішив проігнорувати це і подумав, що режисер зробив щось неправильно під час монтажу.	fear
363625	Я знаю, що це дуже штамповано, але я збираюся написати пост про те, за що я вдячний, тому що сьогодні я переповнений вдячністю, і у поганих днях я хочу мати можливість повернутися до цього посту і згадати всі гарні речі в моєму житті, які я повинен робити щодня.	fear
380959	Я відчуваю таке почуття сорому, я нічого не відчуваю.	sadness
363464	Я все ще почуваюся нещасливим.	sadness
219881	Я відчуваю, що відчуваю симпатію до цього чоловіка.	love
241936	Я також не мав доступу до блогів інших учнів, що, на мою думку, завадило моєму досвіду навчання.	fear
293362	Я втомився від почуття цікавості.	surprise
290111	Я відчуваю найбільш творчим, щось про холод та темряву.	joy
240907	Я впевнений, що всі згадують час, коли вони були будними ранками з включеним світлом, дивилися вікно і бачили темряву, а на вікнах було багато відблисків, і відчували дивність, бо це траплялося вдень, а не вночі.	fear
49695	Я просто відчуваю потребу поділитися цим, тому що я дійсно відволікаюся.	anger
279799	Я хочу відчути, як це бути справжньо палким знову щодо чогось, когось чи будь-чого би то не було.	love
178636	Я дійсно почуваюся трохи простимановано, але.	fear
356369	Я вже не відчуваю потреби вбивати когось, підозрюваючи, що вони прочитали мої журнали.	fear
214214	Я сказав, що відчуваю образу, що моє дитинство було недостатнім і що я можу відслідкувати власні проблеми до того, як я виховувався.	anger
348485	Я думаю, що багато чикан можуть співпереживати цей почуття відкидання та безсилля у коханні.	sadness
392351	я сказав ні, а вона загрожувала вдарити мене ще гірше, якщо їй доведеться прийти й знайти мене, тому що вона вважає, що я був невдячним.	sadness
317265	Я також відчував тиск позбавити його від підгузників, щоб він міг піти до школи і не був убогим перед іншими дітьми.	sadness
37306	Я відчуваю, що він втрачає зацікавленість у мені, хоча наш романтичний життя залишається таким самим.	love
149205	Я страждав від своїх звичайних почуттів конфлікту - я люблю забагато команд, забагато гравців, і почуваюся, ніби не належу до цього світу фанатів, в який я погрузся, де люди віддають кров на рівні кольорів своїх команд.	love
115983	Я почуваю себе катованою (катованим). (Note: the rest of the sentence, starting with "var", is not part of the English language. It appears to be a coding language.)	anger
97929	Я повинен бути обережним і не їсти занадто багато зараз, інакше мені буде досить незручно після цього.	fear
98487	Я сподіваюся, що вони не відчувають меншої любові, ніж маленька j.	love
304258	Я справді відчуваю, що смішний поворот, ймовірно, пов'язаний з втомою.	surprise
363500	Я розумію, що відбувається в житті, коли я відчуваю оціління, коли я не можу прийняти рішення.	sadness
352439	було би знати точно, як я себе почуваю, аж раптом	joy
115873	Я почуваюся нетерпляче та тривожно і бажаю, щоб у мене був оновлений блог, який я міг би прочитати перед сном.	anger
189866	Я вважаю, що є переваги у тому, що нам нагадують, що там є суп людства, але, чоловіку, я просто почуваюся ще більш щасливим, оточеним дорослими більшу частину часу.	joy
84060	Сьогодні я зустрічаюся з директором і відчуваю таку нервовість прийняти це рішення.	fear
2790	Я розумію, що складно проявляти прив'язаність до людини, яку вважаєш недостатньо підтримуючою, також я знаю, що якби вона частіше зверталася до мене, я би побачив, якої більше підтримки вона потребує.	love
290574	Я також почувався трохи перевантаженим, оскільки моє робоче навантаження зросло само по собі, а Джилл вийшла в декретну відпустку.	surprise
363449	Я знаю, що коли діти лягають спати і я повертаюся вниз, я відчуваю втому.	sadness
315613	Я не відчував жодного натяку на кохання і ненавидів те, де я був.	sadness
352698	Я знаю, що відчуватиму полум'я духу змін. На кілька днів, можливо, навіть тиждень, я можу справді внести певні зміни, але раніше чи пізніше я повернуся до своєї звичної самої себе, плетучи далі сподіваючись на вдосконалення.	joy
49638	Я часто почуваюсь сердитим, коли стикаюсь з дискримінацією щодо цих хвороб.	anger
410849	Я вийшов вчора ввечері, я почувався дивно і просто потребував вибратися трохи.	surprise
37934	Я почуваю тугу за ним, коли він далеко.	love
318430	Я почуваюся мирно, буваючи сам на сам	joy
99192	Я відчуваю трохи нестійкості, і у мене дивний відчуття у роті.	fear
115945	коли вони перенесли моє офіс в іну кімнату без мого погодження.	anger
189668	Я почав раніше і надіслав музам свої вечірні частини для читання, але я відчинив Ньюкасл з холодильника і зараз відчуваю більше, ніж просто спокій.	joy
409692	Я так думаю, і відчуваю себе невдячним придурком, оскільки знаю, що є багато трансгендерних людей, які не можуть або не хочуть робити перехід з яких-небудь причин, і бажали б бути на тому ж самому рівні, що й я.	sadness
362906	Я теж відчуваю досить сильну тривогу.	fear
325326	Повинен був сказати Кейт сьогодні, що я відчуваю гнів і образу, і що ти зрадив мою довіру. Відчуваю розорення і страх, і все ж відчуваю, що й досі є текуча надія, хоч ця крихітна вогнище надії змушує мене почуватися як ідіот.	anger
269248	Я перебільшую або відчуваю особисте образу в реакції на думку людини, навіть якщо це щось, що не повинно сприйматися так особисто.	anger
317669	Я відчуваю, що дитинство дуже цінне, щоб витрачати його на безліч марнотратних годин у будівлі, далеко від тих, кого вони люблять.	joy
383218	Я дуже люблю новітні інновації в текстильних тканинах, і кожушки зі штучної шкіри виглядають і відчуваються як настояща шкіра, як у випадку з пошкодженою версією від Chanel з попередніх сезонів, і шкіра може мати зовнішній вигляд тканини.	fear
317834	Я відчуваю себе майже сильним на велосипеді.	joy
117097	Я почуваю заздрість до кожного, хто не має брати це, дивну сорту ревнощів до менш щасливих людей.	anger
82863	Я починаю відчувати, що мене емоційно катували люди, які були покладені відповідальність за кохання і захист мене.	fear
322265	Я дійсно високо ціную той факт, що у нас є пігулка, яка продовжує наше життя, але я також відчуваю, що люди все ще мають бути співчутливими. У нас є лейкемія, ми приймаємо пігулку і маємо побічні ефекти. Я і, напевно, більшість з нас змушені мати справу з втомою, депресією, діареєю або запором і т.д.	love
189859	Я почуваюся досить триумфально.	joy
317845	Я відчуваю, що це дещо більш цінно, коли воно походить від людини, що має значний вплив та глибокі знання на основі власного досвіду.	joy
191908	Я точно не почуваюся комунікабельним, але зазвичай почуваюся краще після того, як був поряд з кількома хорошими людьми.	joy
16923	Мені запропонували побувати на багатьох виставах і музичних концертах, і я почуваюся так переповненим почуттями.	surprise
353664	я трохи відчуваю, що зараз все таке дражливе	love
214099	Я так злякався, що втратив контроль та кинув пульт у його обличчя.	anger
96144	Я відчуваю, що це трохи допис відзначення, тому я трохи сором'язливий.	fear
336461	Я не хотів почувати себе ще меншим за те, як я вже почуваюся — потребуючим, бідним і знову безцільним.	sadness
377476	Я відчував досить нетерпіння.	anger
49979	Я знаю, що мені потрібно зробити щось з цим і після перегляду свого гардеробу і розуміння того, що більшість моїх одягу мені не підходить, я відчуваю огиду до себе.	anger
315637	Я відчуваю симптоми анемії без чіткої причини, це заставляє мене почувати себе дуже занепокоєною і незручною.	sadness
399927	Я відчуваю поспішаність, оскільки моя страховка збирається змінитися, і мені доведеться платити не одну, а дві великі франшизи. Крім того, тому що я вибрав продовжувати бачитися зі своїм лікарем в Майо, мене покарають, і мені доведеться сплачувати рахунок після першої франшизи, а потім ще й після другої франшизи.	anger
214064	Я вже кілька місяців на NetApp, і починаю відчувати невдоволення роботою. (Transliteration: Ya vzhe kil'ka misyatsiv na NetApp, i pochinaю vіdchuvati nevdovolennya robotoyu.)	anger
392425	Я справді почуваю себе принизливо, щоб писати далі.	sadness
214161	Я починаю себе почувати гнів. Мені дійсно треба зупинитися і з'ясувати, що я дійсно відчуваю, щоб впоратися з життям більш збалансованим способом.	anger
37703	Я почуваюся, як непослушне дитя у класі, яке навіть не має собаки, щоб з'їсти своє домашнє завдання.	love
186445	Я відчуваюся прекрасно і відпочившим.	love
392445	Цікаво, що він думає зараз, коли почуває цю пісню? Я трішки незручно почуваюся, слухаючи її, але, з іншого боку, я завжди був збудженим особистістю.	sadness
300539	сьогодні я почуваюся дуже дивно у своїй голові	surprise
190060	Я також зрозумів, що, хоча іноді я можу відчувати себе фантастично, сьогодні доводить, що я все ще тут разом із усіма своїми слухачами.	joy
16370	Я відчуваю велике враження, тому що британці мене не знають і я ніколи не мав можливості працювати у Великій Британії.	surprise
31	Я в основному шаркаючи вийшов з лікарні, почуваючись дивно кружляючим, але добре.	surprise
353324	я можу виглядати добре і почуватися прийнятою	love
229240	Я відчуваю себе соромливим.	fear
270200	Я добре відомий таким, що мене зазвичай характеризують як байдужого та бездушного.	anger
186763	Я відчуваю почуття задоволення кожного разу, коли бачу посмішки на обличчях моїх улюблених членів сім'ї, друзів та клієнтів після споживання моїх випічок.	love
37126	Я щоденно пишу блог, тому вважаю, що ця звичка сну підтримує мою звичку блогування.	love
229290	Я можу розраховувати на неї в будь-якій ситуації і відчуваю таку велику благодать, що вона є моєю матір'ю.	love
336163	Я почувався сумним, отже ось ще одна минула фотографія, вона жахлива.	sadness
158066	я просто дивлюся і відчуваю нервозність	fear
190144	Я відчуваю, що вони є прийнятними для того, хто насправді має значення, а саме Бог. Одна з моїх релігійних церемоній полягає у тому, щоб кладти пір'я на стовпи, що знаходяться в моєму улюбленому парку.	joy
116444	Мені здається, що розповідати людям, що це лише так, як це є, є замкненою системою.	anger
9191	Я відчуваю перевантаження через повиненхи, не повиненхи, можнахи і не можнахи, і це все про них.	surprise
404011	Я відчуваю, як розпинаються кожні ніжні м'язи.	love
409490	Я відчуваю нудьгу цих днів.	sadness
37834	Я відчуваю так багато більше, ніж просто кохання до тебе.	love
33905	Я відчуваю щось інше, ніж шок.	surprise
413971	Я почуваюся, ніби хтось, хто намагається йти через незнайому хату у темряві, втручаючись у речі і бажаючи, щоб хтось увімкнув світло.	surprise
186165	Я не стежив за нею, щоб вона робила це для мене, але мені було занадто хорно, щоб було моє байдужо, чи побачить хтось.	love
98539	Я думаю, що я трохи занадто суворо ставився до Чарлі, головним чином через те, що знаю, що Калеб і решта моїх друзів, які ще оцінюють його, спостерігали за нами, щоб побачити, наскільки ніжно він поводиться і як добре ставиться до мене.	love
109108	Я відчуваю приємні коливання потягу, що покачує мене вперед і назад на старому ковдрі сидіння, де без сумніву сиділо багато чоловіків до мене.	love
281919	Я почуваюся перевантаженим більшу частину часу, навіть якщо ніхто не тисне на мене, щоб щось робити.	surprise
242662	Я ніколи не щаслива вдома і іноді мені здається, що Ніккі та Арселін говорять про мене, але, ймовірно, я просто параноюю.	fear
403714	Я все ще вважаю, що Коді може бути трохи більш співчутливим.	love
339410	Буду чесним, завжди почуваюся трохи сумнівним, коли читаю про блогера, який тримається на забороні витрат.	fear
20599	Кажу це так, начебто я можу обирати, як себе відчуваю, га-га, дуже смішно.	surprise
279386	Мені це сподобалося, тому що багато людей сприймають мене як ввічливу молоду леді, чиї почуття такі вразливі, що ви наважуєтеся не сказати нічого, що може її образити.	love
356273	Я можу відчувати себе виснаженим протягом годин або днів, але я завжди намагаюся нагадати собі, що я пережив найгірше.	sadness
377567	Я поставив собі просте питання: чому я так сильно палко захоплююся навчанням мистецтва дітей?	love
49783	"Коли інші мене підводять" (Koly inshi mene pidvod'yat')	anger
4893	Я люблю, коли я приміряю одяг і вибираю ті, які зроблять мене чудово почуватися	surprise
179436	Я почуваюся безпомічним, коли стикаюся з ситуаціями, в яких психіатри вже висловили своє рішення про головний депресивний розлад або психотичний розлад чи одну з інших дивних діагнозів, які вони безпечно зафіксували в DSM.	fear
292086	Я завжди люблю отримувати Кі-Кі, тому що мені здається, що вона завжди виглядає так збудженою виходити зі свого приміщення.	joy
49394	Я не почуваюся заздрісним.	anger
312503	Я відчуваю, що ми в тому місці, де я можу зізнатися тобі, що я був повністю і зовсім здивований отримати запрошення від Warner Bros.	surprise
372650	Я відчуваю, як тривога наростає всередині мене, коли жінка на моєму iPod пояснює, що заряд батареї низький.	sadness
190103	Я відчуваю, що захопливий етап нашого життя, пов'язаний з дослідженнями, у Мельбурні закінчився, і ми перебуваємо в період встановлення і повернення до звичного життя до переїзду.	joy
296381	Я почуваюся трохи збентежено від насолоди, яка захоплює мої почуття.	surprise
213149	Я щиро почуваю себе жахливо ненавидимим особою, від якої я очікував найбільшої любові, і це просто неприємно.	anger
404050	Я відчуваюся дуже благословеним і вдячним.	love
332790	Я справді його сумую, але відчувають себе жалюгідно, коли з ним.	sadness
109123	Мені здається, що я сам себе заламаю, так сильно переймаючись.	love
315630	Я відчуваю себе знущеним та недооціненим, що призводить до того, що я припиняю бути турботливим.	sadness
384083	У мене нещодавно з'являється страх, що так і не знайду собі супутника, який відповідав би всім критеріям з мого списку необхідних якостей для партнера.	fear
170630	У мене постійно боліла голова, коли я ставався на ноги, і іноді просто випадково відчував трясіння та нестійкість.	fear
403921	Я відчуваю, що в Сіккімі є багато речей, які навчають тебе бути співчутливим. Я відчуваю, що там є щось надзвичайно глибоке, потужне і ненасильницьке.	love
24432	Я відчуваю, що це така неймовірна річ, що вона повинна стати новим законом або стандартом для всіх будівель.	surprise
2788	Я почуваюся романтично останнім часом, тому я вирішила обрати цей дизайн нігтів.	love
357244	Я відчуваю це в своїх кістках і болячих каменях.	sadness
352423	Я почуваю потребу завжди робити щось, можливо, не завжди щось цінне, але завжди щось робити.	joy
325494	Я чую, як деякі з вас кричать, тому що вам подобається відчувати образу, особливо у соціальних медіа, де ми можемо ображатися постійно на все.	anger
375500	Я приховую свої судоми від них, де це можливо, перетягуючись через рухи, коли мені хочеться зіплескотіти втомленою, і дістаюся до того золотого моменту, коли вони лягають спати, і я можу валятися в гостьовій кімнаті, зняваючи свою маску нормальності.	sadness
339105	Мені здається, що я на межі переляку, який викликає слізьми, оскільки моє тіло покрите поколюванням, немов я на наркотиках.	fear
97909	Я відчуваю поєднання туги за географією країни, а також за моїми враженнями та подіями, пов'язаними з ними.	love
159168	Я трохи насолоджуюся можливістю фліртувати з хлопцями, але все ще коливаюся щодо того, чи бути з іншим хлопцем у будь-якому фізичному відношенні.	fear
291288	Дійсно почуваю, що бажаю міг би вкопати собі маленьку ямку всередині твого коштовного серця, Staind.	joy
