,text,emotion
2425,"Я провів цей цілий рік відчуваючи паніку щодо того, як",fear
2426,"Я так дуже люблю почувати себе популярним і, так, ціль цього вступу - сказати ""дякую"" href http community.",joy
2427,"Я прокинувся з почуттям, яке турбувало мене.",anger
2428,"Я бачу тебе і відчуваю абсолютний захват, тому що ти просто такий яскравий чесний людина, яка завжди змушує мене посміхатися.",joy
2429,"Я маю відчуття, що ці дати будуть солодкими надто багато на мій смак, в будь-якому випадку.",love
2430,Я відчуваю нетерпіння розпочати своє нове життя.,anger
2431,"Якщо бути далеко від берега і самотньою на відкритому морі, вона завжди відчувала, що навіть одна доба життя є дуже-дуже небезпечною.",anger
2432,"Уявляв собі, як Бен дивиться, як Ділан і його друзі заходять всередину без нього, а потім тихо капризує і відходить до нашого власного будинку ззаду, відчуючи себе відстороненим і розчарованим.",sadness
2433,"Я в основному бачив цей результат у великому обуренні оточуючих людей, які втомилися від почуття ігнорування свого друга, який постійно мовчить.",sadness
2434,"Я визнаю, що почуваю гірку здивованість від того, наскільки швидко вони кидають зброю.",surprise
2435,"Я люблю поєднувати рожевий і червоний, оскільки вони, хоча й виглядають дивно у поєднанні, чудово доповнюють один одного.",surprise
2436,"Я відчуваю, що у Інтернеті є люди, які мають проблеми з моїми онлайн-друзями і потім очікують, що я також буду ворожим або злим до них.",anger
2437,"Думаю, продюсер хоче створити почуття жаху у глядачів.",sadness
2438,"Я відчуваю це сам в своїй кишені, і мені не буде дивно почути, як кости оголошують, що Battlefield Bad Company з'явиться на цих форматах через два роки.",surprise
2439,Я все ще відчуваю почуття вдячності.,joy
2440,"Я відчуваю, що я минаю стадію страху.",fear
2441,"Я запитав його, чи коли-небудь він зарум'янився, коли розповідав комусь, хто насправді переживав стан протягом років, що вони можуть відчувати і не можуть, але він просто посміхнувся і запевнив мене, що це було на моє добро.",joy
2442,"Я посміхався кожного разу, коли вони підходили до своєї чашки, брали її обома руками і почували себе такими гордими за те, що самостійно вирішили проблему спраги.",joy
2443,"Я мав дуже поганий відчуття про цю ​​людину, коли я прийняв роботу трохи більше року тому, але я прийняв посаду незважаючи на свої тривоги.",love
2444,Я зараз почуваю себе спраглим.,love
2445,"Я не можу продовжувати життя так, як я почуваюся, я в підвалі і я цілком засмучений.",fear
2446,"Я дуже вражений і відчуваю неймовірну теплоту, коли бачу, як ти ставишся до мене.",love
2447,"я би вважав це нечемним, якщо він зробив це, тому що я був чоловіком",anger
2448,"Я думаю, що головним питанням, що стосується користувачів в ці дні, є те, що багато наркоманів називають себе користувачами служб, і багато з нас відчувають образу від того, що ми перебуваємо у тому ж класі, що й вони, оскільки ми нічого не зробили, щоб отримати цю хворобу, вона не є самокаліченням.",anger
2449,"Я відчуваю обурення по відношенню до вчителя йоги і навіть до свого терапевта, який повинен був допомогти мені впоратися з цією травмою вже.",anger
2450,"Подорожуючи в перший раз, я не дивився фільми протягом двох місяців. Тож, коли вперше відчув таке явище, як тунельний зіниці, це було новим відчуттям, що трохи шокувало мене.",surprise
2451,"У мене відчуття, що протягом двох днів я отримав дійсно чудовий зразок іспанської їжі просто тому, що ми побували в багатьох місцях, дегустовуючи різноманітні закуски.",joy
2452,Я відчуваюся дуже особливим бути тут зараз.,joy
2453,"Я ніколи не був великим любителем свят, але безумовно відчуваю більше святкового настрою, більше надії та більше бажання святкувати радість інших.",joy
2454,"У мене є фіолетова пара для перетворення і біла пара, яку я намірена перетворити і пофарбувати в блакитно-сірий колір або можливо лавандовий, якщо почуваюся сміливо.",joy
2455,"коли моя судмешка понизила мене, думаючи, що вона краща за мене",anger
2456,"Мені потрібно навчитись фокусуватись на собі - це те, що кажуть всі, але мені здається, що це було б жадібним.",anger
2457,"Відчуваю, що він небезпечний тому що він чемпіон світу.",anger
2458,"Я вийшов з таксі на залізничній станції, перш за все, відчувши переконаність в тому, що безумству плоскої планети насправді лежить якась система, про яку я раніше не задумувався, коли відвідав її минулого дня, а з другого боку, це був один з найжахливіших телефонних інтерв'ю, які я коли-небудь проводив.",joy
2459,я втомився від почуття порожнечі,sadness
2460,"Я дійсно відчуваю, що вони не підтримували нашу годувальну взаємодію груднею.",love
2461,"Я знаю, що цей почуття може просто захоплювати з його персональністю.",surprise
2462,"Я пам'ятаю багато ночей, коли я плакала і не відчувала жодної любові до себе. Я ненавиділа себе, і в мене не було ніякої впевненості чи щастя.",anger
2463,"Я почуваюся знущенимся, і я розумію, що вона також так почувається, але я абсолютно не відчуваю ніякої образливості.",sadness
2464,Я відчуваю найбільше перевантаження і моє терпіння досягло абсолютної межі.,surprise
2465,"Я відчуваю сильну можливість, що термін ""бро"" виник через ту саму ментальність, через яку з'явилися хіппі.",joy
2466,"Я підозрюю, що це відчуття - лише передсмак почуття туги, яке я відчуватиму, коли буду віддалений на тисячі миль від вас, хлопців, в Таїланді.",love
2467,"Я не просто почуваюсь перенавантаженим, але також дозволив багато обов'язків зайняти моїй час.",surprise
2468,"Я відчуваю, ніби я досить вірно дотримувався свого новорічного обіцяння все це час.",love
2469,"Я вважаю, що на такому молодому віці три роки і трохи більше, Том і Розі ще занадто маленькі, щоб блукати вулицями з дітьми з місцевості.",love
2470,"Я був наляканий, почуваючи себе сонним і трохи злим, я кинувся під душ у сподіванні, що він надасть мені додаткової енергії, щоб організувати вечерю і продовжити з масою статей, які я ще маю написати.",sadness
2471,"Я не пробачаю когось, хто відчуває каяття і просто дуже полюбив маленьке деревце.",love
2472,"Я протягнув свої дні з певними очікуваннями, накладеними на себе, і потім розлютований, коли день закінчився і я почував себе незадоволеним.",anger
2473,"Я почуваю певне підозріння стосовно того, наскільки він мені розповідає правду і чи надає він мені лише факти, що підтримують його аргумент.",fear
2474,Я відчуваю таку скептичність.,fear
2475,"Я відчуваю, що коли ви справді вражені цією людиною, і вони справді вражені вами, то можливо, що саме час подумати про наступний крок - стосунки.",surprise
2476,"Я відчуваю себе більш живим, коли викладаю.",joy
2477,"Я завжди йду до своєї мами, щоб привітатися з нею і обійняти її першою, тому я протягом пульсуючого розуму почувалася дещо ошелешеною, коли були висловлені і вигукнуті днюхові привітання з усіх боків навколо мене.",surprise
2478,"Я оголошу це зараз і нагадаю собі, коли мені буде важко, що я все це.",love
2479,"Я почуваюся переповненим своїм становищем в усій своїй простоті людськості, але я буду пам'ятати, що Бог зійшов на цю землю.",surprise
2480,"Я нічого не знаю, нічого не відчуваю і ні в що не вірю, це набагато складніше почуватися безпечним.",joy
2481,"Я не міг перестати вражатися, наскільки духовне це місце. Це місце надало мені дуже схожі відчуття, ті, що ставлять тебе на своє місце і змушують цінувати ці чудові навколишні середовища.",love
2482,Я напівюний зі сторони периметра Стад демба діоп і відчуваю приємну несподіванку.,surprise
2483,Я відчуваю трохи ошелешений очікуванням.,surprise
2484,я почуваюся брудним і розірваним,sadness
2485,я соціальний богема та людина з великими почуттями та чудовим голосом,love
2486,"Я все ще відчуваю його, і він дуже ніжний, і чесно кажучи, мені страшно мати ґуля в грудях.",love
2487,"Я відчуваю голод, потім бажаю, тоді лякаюся.",fear
2488,"Я повинен почуватися комфортно біля вас і не повинен відчувати страху, бути у тому ж приміщенні, що і ви.",fear
2489,"Я дуже задоволений, що зміг записати так багато на папері.",joy
2490,"Я можу описати, що сьогодні я почуваюсь дивно.",surprise
2491,"Я займаюся фізичними вправами і відчуваю, що роблю щось корисне проміжком часу.",joy
2492,"Я люблю почуття ніщоності, але бігання відчувалося трохи дивно.",fear
2493,"Я не відчував, що це було надто насильно, і Сара справді сама себе тримала.",anger
2494,Я почуваюся таким дуже брехливим з цим у своєму шлунку.,love
2495,"Я відчуваю себе безпечно там, що ніхто не побачить мою слабу сторону.",joy
2496,"Я почуваю заздрість до дівчат у Nordstrom, які отримують знижки на взуття і не мають більше хвилюватися про когось помираючого, працюючи на каунтері макіяжу.",anger
2497,"Я сказав нашим трьом синам - Браяну, Бену та Тайлеру - що вони найкращі та якщо вони стануть такими самими, я почуватимусь успішним батьком.",joy
2498,Я все ще намагаюся зробити це зараз і дійсно почуваюся дуже безпомічно.,sadness
2499,Я почуваюся задоволеним і зігрітим життям зі своєю сім'єю.,joy
2500,Я почуваюся смутно і впадаю у відчай.,sadness
2501,"Я розповів своєму партнерові та запитав його, чи згадує він сни або відчуває дивність, але поки що жодного сну не згадувалося.",surprise
2502,Я прожив уже декілька тижнів і починаю відчувати незручність.,fear
2503,"Я просто відчуваю себе нерішучою і абсолютно не розумію, чому.",fear
2504,"я не знаю, але щиро вірю, що ніхто в групі EXO-M не може дійсно замінити Кріса, і я не кажу, що Кріс дуже важливий до такої міри, що інших недооцінюють.",joy
2505,"Я почуваюся погано, я хочу плакати і плакати і плакати. Важко посміхатися перед камерою. Місяць буде наданий не завтра. У моїй голові загубився телефон.",joy
2506,"Я вважаю, що відчуваю задоволення.",joy
2507,"Я насправді сказав слово ""ад"" перед нею. Я розповів про мій вищезгаданий хід мислення, що знову зробило мене почуватися як дивний неудачник, але вона просто посміхнулась і сказала щось неймовірно добре та любляче, і ми знову обійнялися.",love
2508,"Я починаю все більше відчувати вину щодо цього, мені здається, це дійсно зло для мене.",sadness
2509,"Я відчуваю таку невпевненість щодо свого майбутнього, можливо, я розчарований у речах у своєму житті, або навіть у Бога, тому що речі не відбуваються так, як я вірив. Можливо, я просто досяг того етапу, коли мені байдуже до християнства та всього цього вірування в Бога.",fear
2510,"Я сьогодні почуваюся дуже благословлено, що вони мають таку близьку зв'язок.",love
2511,"Я відчуваюся найважливішим зі своєю інтернет-спільнотою, з моїми друзями на обох узбережжях і між ними.",joy
2512,"Я відчуваю такий стрес, що майже здаюся і плачу.",anger
2513,"Я почуваюся наляканим так само, але значна частина того, що я відчуваю, - це сором.",fear
2514,Я почуваюся прийнятою та любленою.,love
2515,"Я відчуваю найбільший страх або нервозність, ці дні не є рідкістю, але це коротке вправа допомагає мені знайти в собі місце відваги.",fear
2516,"Я проводжу кілька годин без їжі, стає міцно тремтливим і маю враження, що втрачаю свідомість, але як тільки я поїм, стаю дуже сонним і втомленим, немов зможу заснути.",sadness
2517,"Я змусив себе затримати цінну тактику, на яку я навчився покладатися в будь-якій ситуації, коли відчуваю тиск.",fear
2518,"Я почуваю себе вдохновленим, тому шукаю онлайн підручники і натхнення для створення tp mini.",joy
2519,"Я відчуваю себе як зацікавлений спостерігач або хтось, хто намагається згадати сон.",surprise
2520,"Я думаю, що таким чином люди не відчувають себе такими розбите, якщо знають, що є інші люди так само розбиті, як вони.",anger
2521,"Я відчуваю себе розумним, тому що я прочитав правила двічі і граю вже дев'ять років.",joy
2522,"Я ненавиджу почуття такого розбурхання та тривоги все часу і знаю, що можу подолати це без ксанаксу, просто змінивши своє харчування, це чудове відчуття.",anger
2523,"Я відчуваю погано. Мені сподобалась кавер-версія Анні Леннокс у альбомі ""Медуза"" більше, ніж її власні роботи.",love
2524,"Я почуваюся самотнім, загубленим, сумним і збентеженим іноді.",sadness
2525,"Я відчував (а) загрозу, хоча насправді нічого, що можна було б боятися, не траплялося.",fear
2526,"Я відчувався абсолютно параноїдальним і не мав жодного часу компенсувати втрату впевненості, яку необхідно набратися після близької травми. (Please note that this is machine translation and may not be 100% accurate. It is always recommended to have a human translator for better accuracy.)",fear
2527,"Я себе почуваюсь трішки ошелешено, бо дійсно",surprise
2528,я марную час я почуваюся винним,sadness
2529,"Я пробував, але не зміг зберегти це радісне почуття або знайти зусилля, щоб стати підбадьореним і захоплюються від'їздом.",joy
2530,Я ніколи не припиняю відчувати захоплення цим і вдячний за можливість насолодитися цим.,surprise
2531,"Коли я тільки глянув на склад кубів, я почуваюся дещо враженим, що це добрий склад.",surprise
2532,"Я думав, що його ідея була блискучою, але я відчував трохи пригнічений, тому я, шахрай, розглядав рецепти для чогось незаморочливого, що я роблю постійно, щоб обманом показати, що я дотримувався теми вечірки",surprise
2533,"Я почуваю себе трохи самотньо зараз, оскільки мій чоловік відсутній з Пенангу на вихідні, беручи участь у семінарі лідерів CG в Іпоху. Поки все йде добре, і я насолоджуюся своєю суботою.",sadness
2534,"Я відчуваю всередині, бо життя іноді схоже на гру, але коли ти з'явився навколо мене, стіни просто зникли, немає нічого, що оточувало би мене й не давало би страхам молитися. Я необережний, побач, як я відкрився. О, ти змусив мене довіряти, бо я ніколи раніше не відчував такого.",fear
2535,"Я відчуваю тривогу, я слухаю Майлза Девіса.",fear
2536,"Я вважаю, що почуваюся трохи незахищеним, коли думаю про майбутнє, а саме про старіння.",fear
2537,"Я все ще почуваю себе таким, але я знаю, що у мене є підтримуючі друзі і вони завжди гарантують веселі моменти і посмішки.",love
2538,"Я був прокинутий о ___ (час) і не почуваюся добре, тому трохи втомлений.",love
2539,"Я би йшов на біблійну групу або дослідження, але це б виглядало неискрено і ненатурально через соціальну незгоду та проблеми близькості, спричинені шкільним травматизмом.",anger
2540,"Я мав занадто багато і я боюся закохатися в когось, хто не буде знаходитися на довгий час, але я вже відчував це, я боюся його втратити.",fear
2541,"Я відчуваю, що занадто міцно турбуватися про інших в кінцевому рахунку тільки завдасть шкоди, і цього не варто. Він заявив цитату.",love
2542,"Я абсолютно не маю нахабства думати, що я можу вибирати почувати себе спокійним тощо.",joy
2543,"Я відчуваю трохи ""meh"" стосовно свого стильного солодкого образу останнім часом.",love
2544,"Я думаю, що причиною вашого почуття підозрілості є те, що це останнім часом змінилася його поведінка.",fear
2545,"Я відчуваю енергію і захват, і я починаю бачити позитивні зміни в своєму фізичному стані.",joy
2546,"Я змушую себе з'являтися і відчувати себе самотнім серед толпи, якщо я зрозумію, що був помилковим щодо антиспільного почуття.",sadness
2547,"У мене є лише інструменти, які я маю сьогодні, обмежені навички, щоб перекласти сприйняття і почуття в середовища, які до певної міри відображають дивовижні і красиві речі всередині мене.",surprise
2548,"Коли так званий друг підвів мене - Ukrainian translation of ""when a so-called friend let me down"".",anger
2549,Я відчуваю шок або жалю або емпатію. Чи це не є видом віртуального звернення до постраждалих від торнадо?,surprise
2550,"Я впевнено відчував ці молитви протягом усього тижня, і ніколи не почував себе боязким, хоча моменти, коли я зітхав через те що може статися, були.",fear
2551,"Я можу тільки сподіватися, що вони подумають, що я прожив хороше, повноцінне, чесне життя, і що колись у них буде так багато досягнень, які вони зможуть похвалитися, тоді як я тут сиджу, відчуваючи свою недостатність, мабуть, так само, як це було з моїми власними дідусями, які жили і померли в старій країні.",sadness
2552,"Я відчуваю, що вона найрозумніша серед кандидатів на посаду, і я відчуваю, що вона найсерйозніша серед кандидатів на посаду.",joy
2553,Я дійсно почуваюся образливо і дуже сумую.,anger
2554,"Я визнаю, що відчуваю коливання щодо організації цього, оскільки є друзі чи її друзі, яких я не знаю, але жодна інша людина не могла б організувати, тому прошу пробачити мені.",fear
2555,"Я відчуваю, що на нас випадає безліч зображень та реклам, і все дуже неспокійно та напружено.",fear
2556,"Я відчуваю, що мої улюблені покинули мене, але я вірю, що вони все ще кохають мене тихо десь у світі по-своєму.",love
2557,"Я дуже стараюся виділяти речі, які мені подобаються у своєму вигляді, коли я починаю відчувати невпевненість, і, в основному, протидію їй.",fear
2558,"Я не хочу брати участь у забізці, про яку я не відчуваю палку.",love
2559,"Я відчуваю, що я маю велике щастя мати таку близьку сім'ю, яка так любить один одного.",joy
2560,"Можливо, я не заробляю мільйони, але відчуваю набагато менше стресу.",anger
2561,"Я відчуваю, що моя віра не вітається",sadness
2562,"Також хочу заявити, що розумію, що це лише Facebook, але мені здається, що цей тип образи є дрібним і я бажаю, щоб він замість цього говорив зі мною про такі маленькі речі, які настільки ретельні за своїми мотивами, що вони навіть тривіальні.",anger
2563,я почуваюся дуже чутливим,love
2564,Я хочу правдиво зрозуміти свої почуття та залишитись сердитим на неї.,anger
2565,"Я сказав у своєму попередньому повідомленні, що я відчуваю себе таким сумним.",sadness
2566,Я і інші чудові молоді дами відчуваємо труднощі у уникненні вини за будь-який вибраний нами шлях.,joy
2567,"Я відчуваю, що мені дуже вдається з книгою і хочу продовжувати будувати йти вперед.",fear
2568,"Я справді був щасливий за них, але оголошення почали збуджувати у мені почуття заздрості та паніки.",anger
2569,"Я мав можливість і обіцянку, тому чому відчувати стрес?",sadness
2570,"Я почуваюся ще менш розумним, навіть коли пишу це.",joy
2571,"Я почуваюся так коханою і цінуваною, коли отримую подарунок, який показує, що віддавач поклав у нього думку і зусилля.",love
2572,"Я почуваюся, ніби мені подарували цінний коштовний камінь.",joy
2573,"Я не дуже знаю, як описати диво і враження, які я відчуваю, коли я вглядаюся у божественну природу кожної окремої особи.",joy
2574,"Я не можу не відчувати незручності, коли знайомлюся з новими людьми, якщо вони неухильні та співбесідні.",sadness
2575,"Я відчуваюся щасливим, тому що ми почали нову пригоду і шлях, що лежить перед нами, наповнений великими можливостями.",love
2576,"Відчуваю, що буваю в постійному обстрілі шуму, і, так, він здається впливає на мене фізично.",fear
2577,"Відчуваю, як стаю нетерплячою. У мене є вибір: продовжувати бути нетерплячою та витрачати енергію на це, або молитися молитву Ісуса - ""Господи Ісусе Христе, Сину Бога Живого, помилуй мене"".",anger
2578,"Дуже-дуже сподіваюся змогти підкорити цю гору і мати тіло, про яке завжди мріяла, щоб глянути у дзеркало і бути гордою з досягнення своєї найбільшої мрії і відчувати винагороду, полюбивши своє тіло.",love
2579,"Мені здається, що я не повинен був звертатися до лікаря і не повинен заморочуватися з психічною оцінкою aaaaaaaaaaaaaaarrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrggggggggggggggggggggggggggggghhhhhhhhhhhhhh",anger
2580,"Я маю почувати себе нервовим, але щире захоплення - єдине почуття, яке я можу знайти.",fear
2581,"Я справді відчуваю захоплення, як я все ще це роблю.",surprise
2582,"Я знаю, що ми різні, але Емері зумив мене злити з ними, зробивши моє існування надзвичайно неважливим.",sadness
2583,я п'яний і відчуваю себе некерованим,anger
2584,"Я дійшов до тієї жахливої частини своїх читацьких звичок, що завжди залишає мене відчуття безпорадності і трішки загубленості, що ж читати далі.",fear
2585,"Останнім часом я відчуваю пульсацію, і, я гадаю, мені не варто здивуватися, оскільки я не в формі і моє серце змушене дуже напружитися.",surprise
2586,"Я думаю, що ти повинен почуватися щасливим, тому що ми тут з тобою.",joy
2587,"Я міг відчути, як ці ніжні слова літають навколо мого серця та душі, ти ніколи не будеш забутий.",love
2588,"Я втомився від почуття невизначеності кожного кроку, який я роблю.",fear
2589,"Я відчуваю, що Пуерто-Прінсеса не така прекрасна, як інші провінції, які ми відвідали раніше.",love
2590,"Я просто ношу те, що мені хочеться, і іноді воно виходить дивно.",surprise
2591,"Я роблю багато цього, що робить мене відчуваю фантастично.",joy
2592,"У мене є пропуск, тому мені дозволено гуляти і дивитися на все, але я відчуваю сором, щодо фактичного звернення до стендів, оскільки я не працюю у цій галузі.",fear
2593,"Я вважаю, що це ліниве міркування, оскільки це не так боляче, як це надокучає мені просто настільки, що я почуваю себе візцерально засмученим, хоча зазвичай мені це подобається, є приємним для вух і рухливим.",anger
2594,"Я бачив це кілька місяців тому, я відчував трохи похмуру атмосферу під час мого другого візиту.",sadness
2595,"Я зазвичай встигаю зробити близько двох своїх справ на день, навіть якщо це не пов'язано зі мистецтвом, я відчуваю, що був продуктивний за цей час.",joy
2596,"Я бороться, щоб одягнути її та підготувати до школи, торкаючись дверей швидким поцілунком для Ті, кожного ранку відчуваючи стрес, розповідаючи собі, що мені потрібно змінити наш ранковий режим, щоб він був менш хаотичним для всіх нас.",sadness
2597,"Я прокинувся, почуваючи себе Бобом Діланом. Я бажаю, бажаю, бажаю даремно, щоб ми знову могли просто сидіти в тій кімнаті.",sadness
2598,"Я мріяв про те, що створене перед нашим дебютом здійснюються, я відчуваю збудження та щастя.",surprise
2599,Я відчуваю потребу бути непокорним проти моєї встановленої пори сну.,anger
2600,"Я зовсім не відчував цього, але щось запалило мою креативність і тепер я знову полюбив це.",love
2601,"Я поклався не розглядати можливість крокувати у свій спортзал до принаймні вівторка, а потім вирішувати на місці - якщо я прокинувся відчуваючи себе незворушно, я зачекаю ще один день.",love
2602,"Я зняв свої сандали, щоб відчути прохолодний пісок на землі.",joy
2603,"Я не можу не відчувати, що я щось накоїв не так.",anger
2604,Я не відчуваю жодних почуттів каяття або вини.,sadness
2605,"Мені вдалося майже повністю вирішити свою купу прасування, тому я зараз почуваюся дуже чеснотливим.",joy
2606,У мене дивовижно тепла голова для лисого хлопця і ненавиджу відчуття гарячої голови.,love
2607,"Я пам'ятаю, як прокидаюся після полудня, в почуттях нехорошому стані і дуже збентеженому.",fear
2608,Я почуваюся трохи безнадійно.,sadness
2609,"Я все ще відчуваю їх, і мене не здивувало б, якби багато нових авторів відчували те саме.",surprise
2610,"Я відчуваю, що мені було зроблено неправду.",anger
2611,"Я не знаю, я поганий в тому, щоб показати людям, як я справді відчуваю, тому люди завжди думають, що зі мною все нормально.",joy
2612,"Я почуваюся, ніби жирок, тому моя власна схильність до самовподобання та знання, що я набрав кілька фунтів, переконали мене, що єдиним причиною того, що вона не могла знайти його відразу, є те, що маленький пульс завжди важко знайти через дюйми жирової тканини кита.",joy
2613,"Я відчуваю таке перевантаження від того, з чим мені доведеться зіткнутися, і я не можу знайти спосібу, як це зробити.",surprise
2614,"Минулого тижня я провів дуже хорошу розмову з заступником директора, що зробило мене трохи впевненішим щодо всієї ситуації на роботі.",joy
2615,"Я почуваюся у зворотному світлі, якщо у мене є здатність згадати все це історичне джерело та кілометри газет, що несли мої статті, вражали і впливали на аудиторію так, як цього було заплановано.",surprise
2616,"Я пам'ятаю, як я дивився це і відчував трохи здивованим і зворушеним.",surprise
2617,Я все ще почуваюся дратівливим та дратівливим.,anger
2618,"Я не був дуже приємною компанією для нікого, і, хоча я ставився до почуття роздратування та болю зі стримуванням, мій опір, здається, збільшувався, а не зменшувався моєї власної стражданням.",sadness
2619,"Я сиджу перед своїм столом в офісі, пишу історію. Він сказав, що запросив когось на побачення. Я почуваюся збентеженою і хочу плакати, можливо, я маю поспішити до ванної та пролити кілька сліз за цю любов, яка була так близько мені, але лише капризна, як вуж.",fear
2620,"Я ходжу навколо, відчуваючи незадоволення.",anger
2621,Я вже не відчуваю цієї прикрої сковування голоду.,sadness
2622,"Я попросив його купити мені також книжкову серію, мені зараз хочеться її прочитати, хочу знати різницю, просто стало цікаво.",surprise
2623,Я знову вдома сам і це відчувається дивно.,fear
2624,"Я почувався трохи дивно, тому я вирішив лягти та відпочити трохи.",surprise
2625,"Я відчуваю його ніжні руки на моїх плечах, коли він йде зі мною, і я дивлюся на нього на мить, божевілля зупиняється і я помічаю його добрі карі очі, і все це розгортається переді мною, безнадійна можливість усього цього.",love
2626,"Я відчуваю хвилі непереборного роздратування, вони стріляють уздовж моєї руки.",anger
2627,Я постійно почуваюся дуже погано.,sadness
2628,Я відчуваю себе дуже враженим собою.,surprise
2629,"Я знаю, що ти почуваєш гнів після нашої сварки.",anger
2630,"Я не почуваюся сумним через брудний будинок, меншу кількість робочих годин, ніж я очікував, і порожній гаманець. Чому він завжди порожній, крім того, коли він не такий?",sadness
2631,"Я зовсім не можу уявити, як це було б прекрасно. Найбільше мене дратує те, що я не знаю, коли це закінчиться.",anger
2632,"Я не можу відкинути це відчуття, що я ніщо варте і мені повинно бути пощастить, що будь-яка людина вважала мене цінною у відносинах.",sadness
2633,"Я запросив їх обійти приблизно кілометр до фінішу, але вони відмовилися і я відчув, що вони збиралися використовувати мене як ""вітрогон"" до самого гіркого кінця, щоб обійти.",anger
2634,"Meni дійсно сподобався ця книга, хоча в ній багато гарних речей, і я думав, що ця історія така, в якій багато людей зможуть знайти задоволення, як тільки вони переборють шок інших моментів, що виникають.",surprise
2635,"Я була нерозгаданою протягом кількох хвилин, відчуваючи жаль за те, що заморочила його цієї ситуацією з транспортними заторами, але він весело запевнив мене, що я маю піти і побачити вогняне шоу.",sadness
2636,"Я є анархістом також, оскільки я маю тенденцію відчувати сумнів стосовно офіційної інформації, я хочу бути критичним до мейнстріму, а також інституційних ЗМІ, оскільки вони формують наше бачення зі змовами, брехнею та неправдивою інформацією.",fear
2637,"Я спробував уникнути самозакоханості, коли він був дуже малим, і, як чесна, намагався продемонструвати себе як крутого антисоціального батька, ділившись моїм новонародженим з усіма, тому що пізніше виявилося, що продукція молока може бути пов'язана з достатнім триванням відносин з новонародженим.",anger
