id	event	tweet	offensive	emotion
3JU8CV4BRLIACDG4ZQP2B3JU17UPO0	ChampionsLeague	Давай, серйозно, ЦЕ ПРЯМИЙ УДАР!!!!!! 🐐 говорять #Мессі #ЛігаЧемпіонів.	NO	disgust
3VI0PC2ZAYQFLMIVLHZJ5G5X362OXM	Venezuela	Соціалістичні режими зараз роблять те, що найкраще вміють робити соціалістичні режими. Вбивати громадян, які висловлюють незгоду. #Venezuela https://t.co/HC72oNXGRa	NO	disgust
38XPGNCKHT6JD43I2IJS3X2764V4VQ	Venezuela	#ОстанніНовини: Військовий Переворот набирає критичного пункту в #Венесуела!! Кілька новинних станцій вийшли з ефіру!! Важка вогнева підтримка та наїзд на протестувальників!! https://t.co/wOxmXuFnw3	NO	fear
34OWYT6U3WNFO4PUK6G05GNTKUG9IX	GameOfThrones	Я відчуваю, що кожен тиждень повторюю схожі речі, але чи я єдиний, хто думає, що #Гра_Престолів була дійсно дуже поганою на цьому тижні? Вона була жахливо знята та повна нелогічних моментів з великою кількістю зайвого часу. Цей сезон виявився гіршим, ніж попередній, насправді розчарування.	NO	disgust
30U1YOGZGA2GL8571YFGVEC6KDTSDL	Venezuela	Якщо я хочу сказати одне Венесуельцям, то це - НЕ ЗАЛИШАЙТЕ ВУЛИЦІ ДО ТИХ ПІР, ПОКИ НЕ ДОСЯГНЕТЕ ТОГО, ЩО ХОЧЕТЕ. НЕ ПОВТОРЮЙТЕ ПОМИЛКУ, ЯКУ МИ ЗРОБИЛИ В ВИБОРАХ 2009 РОКУ В ІРАНІ. #Venezuela https://t.co/6UVOGLduNk	NO	anger
3NZ1E5QA6Z7M099CB6B27DEE3895BP	Venezuela	Користувач #Guaido не має найменшої можливості здійснити це. 99% поліції та військових вірні, а спеціалісти з #Китаю, #Росії та #Куби перебувають на місці в #Венесуелі. Цього достатньо, щоб знати.	OFF	disgust
35JDMRECC4FIN9AG2TWJCIBOWE4EGK	GameOfThrones	Край сидіння, крики на телевізор #GOT #wtf  #GameOfThrones #БитваПідВінтерфеллом 😲	NO	surprise
3JGHED38EDXX0LG69R4JD8QBFNQ7YP	GameOfThrones	Закінчення третього епізоду було жалюгідним. #GameofThrones #WhiteWalkers.	NO	sadness
3S829FDFT27OHPR6V8L3UMTYZSWXDZ	ChampionsLeague	"Мессі дійсно робить ""кращого захисника у світі"" виглядати любителем #BARLIV #LigaChampions #Messi"	NO	surprise
3LOJFQ4BOXLIXPSZWP6E4SLW3JGKDW	Venezuela	Підтриманий США військовий переворот в Південній Америці. Я впевнений, що це не має нічого спільного з нафтою і обов'язково закінчиться добре. #венесуела #ВенесуелаПереворот. https://t.co/lnvoA8e2Eq	NO	disgust
307FVKVSYRLH2E2MKKGCXJM4KMQ470	GretaThunberg	Користувач Не пророк, а лялька. Дорослі, відповідальні за те, що це вразливе дитино потрапило на глобальний п'єдестал - хворі індивіди. Це явне експлуатація та зловживання, на мою думку. #GretaThunberg #змінаклімату #розпадклімату #ДіїЗіЗміноюКлімату #кліматичнийобман	NO	disgust
3LVTFB9DE5O7KC0LBKRJ6Z02FHNQG3	NotreDame	Є така велика кількість людських життів, які потребують допомоги, але, здається, пожертводавці на суму в 700 мільйонів фунтів стерлінгів турбуються більше про напівковчег ... #NotreDameCathedralFire #NotreDameFire #Notre_dame_de_Paris #NotreDameCathedral #NorteDame	NO	disgust
3S8APUMBJXPE2621HIOBTP5RS2NFBI	Venezuela	Що відбувається зараз в #Венесуелі є неприйнятним! #Еліта цього світу вбиває країну (активний ембарго США), а потім прийде таємно в ролі спасителів, як тільки Мадуро буде знесений, тому що він не хоче грати їх гру!	NO	disgust
3QQUBC64ZEKX31IJK2Z6QR5SDWWXNF	NotreDame	Вона не забула ... той факт, що ви не можете розшифрувати #NotreDameCathedralFire #NotreDameDeParis - це ваша проблема ... https://t.co/lP7z6iJ0Bw	NO	disgust
3BVS8WK9Q01YCX4RIQUWWMIJ8UHIBE	ChampionsLeague	Кожен день є днем перемог! Грайте, вигравайте і ми заплатимо. Не будьте тільки глядачами 👉 Вгадайте правильно і покладіть більше грошей в кишеню 🤑 Не пропустіть ігри сьогодні 👀 Зробіть ставки тут >> https://t.co/kz0UZ1fn72 📲💻 #NaijaBet #ВашНайкращийОНЛАЙНВибір #СередаМудрості #ЛігаЧемпіонів https://t.co/eLaCiB9ABx	NO	fear
3BCRDCM0OD0JCGDKM2Y0YMB4MXX6KU	GameOfThrones	Викликаємо зараз. Серсі бере Гру 7. Буде багато сльоз. #Гра престолів.	NO	sadness
3EFNPKWBMSUI27JYZ7QK8ZKBY8P03C	GameOfThrones	Ніколи не був більш схильним вимкнути серію Гри Престолів у своєму житті. О, мій боже, це стало сміттям.	OFF	anger
3WKGUBL7SZSGHZROOEHMGO45F6S4L6	Venezuela	#Демократи не повинні боятися назвати Мадуро Венесуели тим, чим він є насправді: меншим автократом, який перешкоджає венесуельцям. Користувачі можуть бути проти втручання чи допомоги опозиції, але вони не можуть претендувати на те, що Мадуро є законним.	NO	disgust
337F8MIIMZJ3K322ZLV3I4CHC8J04V	ChampionsLeague	Який же це був наївний арбітр у #ChampionsLeague!	OFF	anger
3Z8UJEJOCZJ0Y17BZ39D1AL41CG39O	WorldBookDay	Деякі діти просто "знають", як читати, тоді як інші борються протягом років. Коли батьки повинні турбуватися? 📚 Коли батьки повинні турбуватися? - & gt; https://t.co/upsA4Z6mPT #WorldBookDay https://t.co/cRXiK02Pmq	NO	fear
3VQTAXTYN3R3LOZRC7JAFP6U2P3UBX	ChampionsLeague	Коректно. Будь ласка, викиньте цих зарозумілих та несвідомих фанатів з #ChampionsLeague.	OFF	disgust
3KI0JD2ZU1OVH160389RUH6IGDU67L	WorldBookDay	Ми хочемо служити суспільству! Допоможіть нам стати хорошими лікарями. У нашому коледжі не вистачає факультетів та засобів. Необхідний негайний втручання компетентних органів! #TuesdayThoughts #WorldBookDay	NO	sadness
3PZDSVZ3J5N65ZU90RX1TG8UK1RN4Q	NotreDame	Один з найвизначніших будівель у світі! Непоцінований спадок. Видовищний орієнтир. Мені було зламано серце, дивлячись, як ця прекрасна історична катедральна спалюється. Думаю про своїх дорогих друзів у Франції. #NotreDameCathedralFire	NO	sadness
3DIIW4IV8P1ERYJI3BK9O8CDY21I49	GretaThunberg	Люди насміхаються з #GretaThunberg через її аутистичні риси. Люди люблять це робити, а потім, коли з них питають, вони делегуються невігласістю. "Ми не насміхаємося над її аутизмом". Аутисти завжди будуть на мішені своїх відмінностей, і це завжди роблять неприємні люди.	NO	disgust
3M47JKRKCX7ZHFBJDD1X8H2DRXZ687	Venezuela	Це погано #Путін та #Росія не бояться #Трампа та #США - щодо нього повна неуважність. Чи те саме повідомив Путін і Киму на саміті з #КНДР минулого тижня. #Венесуела.	NO	disgust
3ZRKL6Z1E89JXSFY3OGO1ZF3X58GSI	NotreDame	Так гірко. Я завжди цінуватиму красу та велич Notre Dame. #NotreDameCathedralFire https://t.co/xbQWJAdnfT	NO	sadness
3NSCTNUR2ZTHHZ4K5SB6C2U8LQR5AX	GretaThunberg	Як гарно дивитися, як птахи / кажани вбиваються в повітрі екологічно чистими вітряками. Туристи також можуть знайти трупи птахів, щоб зробити еко-барбекю. https://t.co/KSH9Ktme0l #cop25 #ActOnClimate #ClimateAction #GretaThunberg #GreenNewDeal #gnd	NO	disgust
3H781YYV6TOMSEWMMTVQB1QDM88ETP	NotreDame	Утримайте деструктивних архітекторів від Нотр-Даму: #dkpol #NorteDame #NotreDameFire #NotreDameCathedralFire #NotreDameCathedral https://t.co/QNbNrQgEqN	NO	anger
3SD15I2WD20DGI5D1W61H0U2BBB36G	GameOfThrones	Теон довів мене до сліз, а потім Жора зламав серце 💔😭 #Гра Престолів	NO	sadness
33Q5P9PUSPS3HSL7WUED71RRMSGZCW	Venezuela	Поки USER та USER ведуть кампанію проти зміни клімату, а #Labour оголошує кліматичну надзвичайну ситуацію, в США розпочався переворот на багатій на нафту #Venezuela. Якої надії ми маємо??? https://t.co/5azgmWH3uY	NO	sadness
3BFNCI9LYKWWKIJIK6BTNEUY6MU37E	GretaThunberg	У 20 столітті у нас були плачучі статуї Богородиці. У 2019 році, ми маємо таких абсолютних фруктів, як ці хлопці. #GretaThunberg https://t.co/OUTWNGmNRO	NO	others
3BFF0DJK8XIN2X14NOFV0IUSNZGST3	NotreDame	"Вам потрібно проголосувати за нас, за ваші дітей та онуків. На цих виборах ви голосуєте за умови майбутнього життя людства."	NO	others
391FPZIE4CSDC12DCZT6109SX2AHU2	GretaThunberg	Користувач. Нехтуючи бути жорстокою, небагато 16-річних обирають носити своє волосся у косичках чи одягатися, як близнюки у "Сяйві", але чи не помиляється #GretaThunberg? Час заперечення кліматичних змін минув. Ми тимчасові опікуни цієї планети. Це наш єдиний дім, а не смітник.	NO	others
3XDSWAMB22YU30KG9YV0G8FNHP0CQK	GameOfThrones	Цей епізод із "Гри престолів" виявився не настільки великим, як всі говорять. Погана освітленість у всьому епізоді спричинює труднощі з визначенням, хто живий, а хто ні. Якби не останні 10 хвилин, епізод був би досить поганим, якщо бути чесним... #Гра престолів	NO	anger
33P2GD6NRNYZ95X1ILP4VD0UVBCKH8	GretaThunberg	Більше брехні та спотворень, спонсорованих виключно відновлюваної енергетиці, щоб продовжувати забруднювати та отримувати прибуток. #ClimateJustice #GretaThunberg #alexandriaocasiocortezforpresident https://t.co/2F64MFB7Ji	NO	others
3P4C70TRMRNWTFK8JFJNPD185B5GL9	GameOfThrones	Зараз я присвячений послідовник Господа Світла, оскільки ті молитви до вогню від #Мелісандри були єдиною моєю надією побачити, що ж відбувається на екрані. #Група Престолів #Не сьогодні	NO	others
351S7I5UG92W8HDU3YK5ZIXD2YKJNG	ChampionsLeague	Ви просто не зберігаєте ці речі. Неймовірно. #Messi #BARLIV #ChampionsLeague	NO	others
335HHSX8CDBRVZRRQ43HR054B2EHDR	ChampionsLeague	Хто готовий до #ChampionsLeague #barcalfc?	NO	others
3SSN80MU8CUWVVXGNP7QYZOOJ1TKXZ	WorldBookDay	Боротьба реальна, друзі ... Щасливого Всесвітнього дня книги усім бібліофілам ... Насолоджуйтесь читанням ...! 😋 https://t.co/gXvOshCAXC	NO	joy
3PUV2Q8SV4AH4MO5QCTL5P26GP8BD4	WorldBookDay	Ось воно! Менше, ніж я очікував, але досконалий час. Щойно вчасно до #WorldBookDay USER 😎 І я знову граю в гру! https://t.co/XanndYTjI8	NO	joy
3DZKABX2ZIBM88GXVXPAMVEVYHAVCS	NotreDame	Я підтримаю #CMPPowerline через #Maine ​​тільки якщо існують дуби віком 400 років, які можна відправити до #France, щоб допомогти відновити дерев'яний свод, який був знищений в результаті пожежі в #NotreDameCathedralFire. Якщо їх немає, не турбуйтеся. #nocmppowerline #giveMEenergy	NO	anger
3DZKABX2ZIBM88GXVXPAMVEVYHDCVC	WorldBookDay	На #WorldBookDay отримайте натхнення від цих чудових книжок від та про біженців! Наш список для читання з USER 📚  https://t.co/80DOcykOdf	NO	joy
3I01FDIL6MENG9O97J0A4WZ2MJUD23	Venezuela	Не сумнівайтеся, там їх зустрінуть справжні громадяни та патріоти Венесуели, а не ваші обмануті маріонетки.	NO	anger
3BDORL6HKKJUF1ZGMDK0LYPSDB2CRL	GameOfThrones	Майже впевнений, що ця серія #GameOfThrones відбулася у моєму регіоні! #BattleOfWinterfell https://t.co/eXBkZRK6fE	NO	others
3JMQI2OLFZBJ5VD2T2YUWK20XELND4	Venezuela	Вітаємо президента та його адміністрацію з тим, що вони знаходяться на передовій у ситуації в #Венесуела та підтримують нове керівництво. Коли іранці повалили мулласів у 2009 році, команда Обами просто спостерігала, як Грин Революція помирає. #СоціалізмВбиває https://t.co/cIKugcHnm9	NO	joy
3UZUVSO3P71IFJ62DWUEPNVLS0DMEX	WorldBookDay	Користувач на Твіттері. Що я можу сказати на цей #WorldBookDay? Книги - наші незрадливі друзі. Обов'язково прочитайте та вивчайте благородний Коран, який спрямований Володарем всесвіту.	NO	joy
36D1BWBEHN7QK3UMKCZDNMMWVXMM2U	Venezuela	"ВІЙНА... Це не є спосіб життя у вірному значенні цього слова. Під загрозою війни всюди людство буквально висить на хресті заліза." Ейзенгауер #Венесуела #Іран #Лівія #Сирія #мир https://t.co/D60ETEs9RW"	NO	others
32LAQ1JNT9V3HAT8CTAVFJCG8W5UTP	GameOfThrones	На самом деле я заплакав в кінці, всі думали, що головним героєм буде чоловік, але не він - Ар'я на порятунку! Моя героїня 🤩 #Гра Престолів #Битва за Вінтерфелл #Ар'я #Ар'я Старк #Мейсі Уїльямс	NO	joy
3LEG2HW4UFTKET25YPV0SW2NYWA2F3	Venezuela	Жахливе відео показує, як броньоване авто наїздить на протестувальників у Венесуелі #Venezuela https://t.co/m9fAgW8N9c	NO	others
32XN26MTXZPZIB9N5DUK4LESYUC0LM	Venezuela	Це ризикована стратегія для США. Здається, що це може відобразитись негативно. Таким чином США можуть поставити себе в позицію актора, який не може здійснити те, що вважає, що володіє. Тому, США збільшать ставки, або відступлять назад. Або допустять, щоб ця ситуація заспокоїлась. #Венесуела	NO	others
39KMGHJ4RZGMLFK1GK8161M4VW000C	NotreDame	Ось кілька з ваших улюблених спогадів про кафедральний собор Парижа Нотр-Дам (#ПожежаНотрДам). https://t.co/vRPj7rjUQT https://t.co/zuS0SGR3fs	NO	others
3ZFRE2BDQ9KRKQW2NQA0LEC1NA8ZX2	GameOfThrones	Можливо, я мав занадто низьку яскравість або щось інше зі своїм переглядом цієї серії, тому що більшу частину часу не розумів що відбувається: #GameOfThrones https://t.co/MZPK8Y5i3O.	NO	others
3CVDZS288H6ALX6Y87EK75GL41SMFF	WorldBookDay	Кожна сторінка, яку ви перегортаєте, приведе вас ближче до вашої мети. Оберіть успіх, обравши нас. #WorldBookDay #ОбирайтеKTIОбирайтеуспіх https://t.co/1tVRo0rV2I	NO	others
3FO95NVK5C6AMIOCJZA003TAZELRSR	ChampionsLeague	"#ChampionsLeague Ван Дейк, мабуть, думає: ""Сподіваюся, що вони не заберуть мою трофей гравця року PFA"" https://t.co/1BeEwDcbsv"	NO	others
3P458N04Q1N1EFTQYJ1MY32U219X2S	GameOfThrones	Мені довелося переглянути минулорічний епізод Гри з тронів знову вчора ввечері. Той Нічний Король дійсно той тип людини, якого можна полюбити ненавидіти. Та хода і зухвалість, та повна нехтування життям людини. Актор виконав свою роботу на відмінно. #authorlife #gameofthrones	NO	joy
3FHTJGYT8N6MK0Z6B7CU6UASAL5GP6	GameOfThrones	Що ще залишилося для нас, люди? #AvengersEndgame закінчився, і #GameOfThrones також скоро закінчиться. Ой!	NO	disgust
3R5LWXWHR0ERT91XXYMB07WVCKEXGB	GameOfThrones	"Доведеться бути на нічному дозорі з ще одним пивом, щоб заспокоїтися після цього! #GameofThrones"	NO	surprise
3JMQI2OLFZBJ5VD2T2YUWK20XEKDNT	NotreDame	«Ассасин Крид: Єдність» може допомогти у відновленні Нотр-Даму. Гра може допомогти відновити історичний пам'ятник! Це найкращі новини на світі! https://t.co/EuISfqMJ8X #NotreDameCathedralFire	NO	joy
3YD0MU1NC27W43I3TLQ3AM84CWM7AE	GretaThunberg	#ClimateEmergency оголошена, казали громадськості тримати носа та не дихати парниковим газом, що виділяється від Grand Petomane #ExtinctionRebellion #GretaThunberg, також відомої як little miss farty pants. https://t.co/6Jnesqrq2k	NO	others
3UUIU9GZC5BMWV3TBS2N77K09FBT55	ChampionsLeague	Барселона грає проти всієї Англії. #NewMumsHub2019 #MayDay #happynewmonth #BARLIV #ChampionsLeague https://t.co/4Nay2IsYVg	NO	others
32TMVRKDGN4L2S75UP8IBJIZV6S84N	NotreDame	Французький шанувальник зробив це відео. З якихось причин... настільки дивно. #NotreDameCathedralFire https://t.co/glTFGbA6M7	NO	surprise
359AP8GAGGQKXIF1DZMUGHYSCZ67CF	ChampionsLeague	Ми мали все, окрім голів; Матіп був чудовим для нас; не скористалися своїми шансами в третьому матчі - маємо надію повернути ситуацію. #ChampionsLeague #BarcaLiverpool	NO	others
33CLA8O0MIH1IDJQDFA1T4AVAOTFRY	GretaThunberg	Лианна є користувачем Західросу, яка вбиває злих велетнів і усіх #GretaThunberg #GameOfThrones https://t.co/kra9whqGPE	NO	others
3ULIZ0H1VABLNBRK99ID1115HWJ153	WorldBookDay	Я пам'ятаю кілька років тому, коли USER пропонував 50% знижки в честь #WorldBookDay, це було величезно.	NO	joy
3A3KKYU7P3NCWJSTYWOKBT2LZ4HWMM	Venezuela	Ви хочете побачити СПРАВЖНІЙ гуманітарний кризу? Це учасники військових сил у #Венесуелі, які вбивають своїх громадян холоднокровно. Тепер ще раз скажіть мені, наскільки злий #Трамп і наскільки вам погано живеться в #Америці. https://t.co/eAxNfARWcE	NO	anger
3GITHABACYRW2LFMWDED01BW0NXN2W	WorldBookDay	Це книга, яка чітко демонструє, що рішення будь-якої проблеми або виклику має вироблятися з самої місцевості, що протилежно до того, що ми зазвичай робимо. Щасливого #ВсесвітньогоДняКниги.	NO	others
3MQY1YVHS3QU1CQPTN9496B2JYI2BL	Venezuela	"Венесуела відмовилася від нафти в #Petrodollar. Це було нападом на високий життєвий рівень кожного американця, бо, якщо долар не захищений, якщо долар занепаде, світова економіка розпадеться, і Китай захопить всі багатства. І речі стануть ще гіршими."	NO	anger
34OWYT6U3WNFO4PUK6G05GNTKUEI94	ChampionsLeague	10 назв між командами, що грають сьогодні ввечері, по 5 на кожну команду. Хто з них підніметься до чвертьфіналу та побореться за свою шосту корону в Мадриді? #WinLikeABaller #PepsiForTheLoveOfIt #UCL #ЛігаЧемпіонів #BarçaLFC	NO	others
33NKDW9FFXOECXLSVCQSAGBGESLXC0	GretaThunberg	🟡Розбите ... Депутати голосують одностайно, щоб стати першим парламентом в світі, який оголосить надзвичайну ситуацію з екології та клімату 🌍😁 Добре зроблено #ExtinctionRebellion #SchoolStrike4climate #GretaThunberg #JeremyCorbyn та #CarolineLucas #OneWorld 💚🌍 https://t.co/e6w9DAmW8A	NO	joy
3IZPORCT1FFLW9AW85Y1WPM8Q32RH4	Venezuela	Користувач радіє з приводу вбивства невинних протестувальників #tyrant #Maduro у #Venezuela. Це зло і злочинний акт #SocialismKills https://t.co/pJ398jkOXA	NO	others
3P6ENY9P79283A7DII4SIXLH37NHIU	GameOfThrones	Яка є одна річ, без якої ти не можеш жити? - Легко, #GameOfThrones https://t.co/HvNPXb1Mtj	NO	others
3O2Y2UIUCQ0FV96VNV14SSOHFWZFK5	GretaThunberg	Цієї п'ятниці святкуйте #FridaysForFuture - чудовий рух, очолюваний молодими жінками, вдохновленими #GretaThunberg, відомої як #TheGretaEffect. USER_woman сподівається, що деякі з цих молодих жінок підуть на великі наукові кар'єри! https://t.co/LRQNYgGG4j	NO	joy
3TKSOBLOHLMOPPQLCG2FAZE6D4UBBV	NotreDame	Можливо, цей Божественний ентітет карає католицьку церкву? Можливо, нам всім треба йти в похід, співати та оплакувати нашу знищення системи підтримки життя нашої планети Земля? #ЗмінаКлімату #КліматичнийНадзвичайнийСтан #ПожежаНотр-ДамськоїКатедри. https://t.co/7VsfUyTdvH	OFF	disgust
3D5G8J4N5AA3UPI8HJK0B5EZM3DTVC	ChampionsLeague	Цей вільний удар від 🐐 #Messi неймовірний #600-й гол клубної кар'єри для нього, дивовижний гол #ChampionsLeague #BARLIV https://t.co/5pbG9ZZx1G	NO	surprise
3H5TOKO3D9PYYEOH1ABKR5M8PB6461	GretaThunberg	Найкращий підсумок, який я читав досі. Цікаво, як мало цю історію затримали. Хвилює, як #Labour, #Corbyn, #CarolineLucas та інші не критично приєднуються до #GretaThunberg, здавалося б, діє як окрема особа, а не як представник більш широкої, фінансованої програми https://t.co/k961oBg99m	NO	others
3SA4EMRVJV8P9WOLX5NRL2NC34H0PO	GameOfThrones	Якщо ви вважали Битву за Вінтерфелл напруженою, зачекайте, поки всі не зрозуміють, що десь у снігу лежить намисто, яке збереже вашу молодість та красу на цілі століття. #GameOfThrones #GoT https://t.co/Sl04bFoVWd	NO	others
3RWSQDNYL9S4FNEHMKA7CFWC70HFF2	ChampionsLeague	Щасливої середи, народе! 😁 Сподіваюсь на майстер-клас Мессі пізніше. 🤞#BARLIV #ChampionsLeague	NO	joy
3EPG8DX9LKWO43AMUBT32XJ3KCRP5X	GameOfThrones	Я клянусь Богом ... лише тому, що вам подобається кожний безглуздий момент останніх сезонів цього шоу, це не означає, що кожен має мати таку ж думку. Графіка була красивою, музика завжди була класною .. але все інше ... поїхали на... #GameOfThrones https://t.co/gxgup0k8I7	OFF	anger
3E24UO25QZW227YZKUQT53SD622O6R	NotreDame	Дивовижно. CO2 у диму заспокоїв 180 000 бджіл у даху #NotreDame 💙🌍💚 #NotreDameCathedralFire https://t.co/lzB608we9D	NO	joy
3ZTE0JGGCEYRIO70UL3WR3KN2OGOCM	ChampionsLeague	#BARvsLIV Ліверпуль грає, наче Барселона. #ЧемпіонськаЛіга #Ліверпуль #Барселона #БарселонавЛіверпуль	NO	others
3OKP4QVBP23FXWT4MOUXGZLXBZ5GAQ	GretaThunberg	Розкопки під одну вітроелектростанцію, викопаний масивний отвір, який буде заповнений бетоном та сталлю. Неймовірно, що ми вважаємо, що можемо врятувати планету, роблячи таке. #ЗмінаКлімату #ГретаТунберг https://t.co/YUFQUqbmwG	NO	disgust
3ZRKL6Z1E89JXSFY3OGO1ZF3X58SGU	NotreDame	Нотр-Дам давно перебуває у списку моїх мрій... Але ця новина - просто жахлива. Сподіваюсь, коли я туди потраплю, все вже буде ок. Це найсвятіший тиждень, і тут таке сталося... Молитви за пожежників... ☹️☹️ #NotreDameCathedralFire	NO	sadness
3YLPJ8OXX8JBHT8D2XKARIZSMF3X4M	WorldBookDay	Для того, щоб я зміг побачити усе навколо з позитивнішої сторони, мені знадобилося прочитати дві книги. Книги мають надзвичайну силу! #WorldBookDay	NO	joy
3AFT28WXLF8IVRT0MVZI26IIFTYIOG	Venezuela	Переклад речення на українську мову: Теми: 1) #Венесуела 2) Зростання #Антисемітизму – Хто або що спричинює. 3) Розкрита терористична загроза в школах CA та Tenn. https://t.co/ecqlLyrsmF	NO	fear
3I7SHAD35M2X64RSQOG8JD346D8M7A	Venezuela	Забезпечте свою свободу і зробіть це зараз. #Венесуела	NO	fear
39RRBHZ0AU7ZG1R7NB9IXTFG7Z0VZV	GameOfThrones	Одна з найгірших сцен у історії серіалу "Гра Престолів".	NO	others
39AYGO6AFFQKKMYNJFQGQES8GS16NY	GretaThunberg	Страйк школярів за клімат - збережемо світ, змінюючи правила | Грета... https://t.co/QbfVQ6eEEv через USER 15-річний лідер давлю на неї, ненасильницька Арія #aryastark#gretathunberg #teachtheparentswell #schoolstrike	NO	others
3NZ1E5QA6Z7M099CB6B27DEE38D5BT	GameOfThrones	Можна прохати людей не публікувати кліпи #GameofThrones в своїх історіях в Instagram? Мені байдуже, що це не є 'спойлер'. Я не хочу бачити нічого, поки не подивлюся це самостійно.	OFF	anger
31ANT7FQN88WRMCYBYLYTOHCYLEH5H	Venezuela	Втручання внутрішніх справ суверенної #Венесуели, перенесення #посольства США до #Єрусалиму, визнання височини #Ґолон як територій #Ізраїлю, вихід з ядерної угоди з #Іраном є найбільш небезпечною і незаконною зовнішньою політикою, якою ви досі керувалися.	NO	anger
3VQTAXTYN3R3LOZRC7JAFP6U2P5BUG	SpainElection	#Вибори в Іспанії | Іспанська соціалістична робітнича партія #PSOE є головним переможцем виборів 2019 року, але далеко від більшості. Політичні альянси на місяці позначать дорогу вперед, щоб сформувати уряд. https://t.co/yLYIwgHTtY	NO	joy
3PUV2Q8SV4AH4MO5QCTL5P26GP7DB5	Venezuela	Соціалістична уряд Венесуели вбиває свій власний народ, а три найбільш свіжі твіти користувача на її сторінці у такому порядку: - зміна клімату - зелений новий курс - садівництво.	NO	others
3XU9MCX6VOIHHJ7EPKVU9LG61KN2R0	ChampionsLeague	Перший в мережі! Захоплююча гра, передачі одним дотиком від кінця до кінця, захоплююче. Гол!! #WinLikeABaller #PepsiForTheLoveOfIt #UCL #ChampionsLeague #BarçaLFC #BARLIV https://t.co/EsWuJGDXcF	NO	joy
3X878VYTIEOR0UZB41CVONJV9CY7FQ	ChampionsLeague	Незалежно від того, що станеться сьогодні ввечері, ми так горді нашою командою Ліверпуль #WeGoAgain #YNWA #ChampionsLeague USER USER_ynwa USER USER_BeBe30 USER USER USER USER USER USER USER USER USER	NO	joy
3XU9MCX6VOIHHJ7EPKVU9LG61KPR2R	LaLiga	🏆 Вітання USER з перемогою в #LaLiga, а також Ернесто Вальверде та його технічній команді 👏👏 #AthleticClub https://t.co/LTevdnf6wK	NO	others
374UMBUHN5V7VGC8Q2PVLDQA1WXTCD	ChampionsLeague	Хто є "найкращим варіантом" забити першим у Барселоні сьогодні ввечері? #ChampionsLeague #UCL #FCBLIV #LFC	NO	others
3FULMHZ7OU30NH99OQI1G1JUFBJM4R	WorldBookDay	З Національним днем книги! Любіть один одного, знайомтесь зі світом та будьте освіченими. Читайте, вчитайтесь та розвивайтеся. https://t.co/yWOJE1rVi7 #ЯІснуюТомуЩоЯЄ #ЧантЖінокМільйонів	NO	others
3D7VY91L653K8GUI35SOOFP0P31MBY	ChampionsLeague	"Привіт Ліверпуліан! Чи потрібно грати другий матч? #BARLIV #ChampionsLeague"	NO	others
3EAWOID6MT32EGLHJHWQRUCUPSHV03	GameOfThrones	Я, в кінці епізоду 3, розумію, що нема з ким ділитися #legendwasmade #GameofThrones #GOT8 #ariastark #Winterfellbattle #BattleForWinterfell #stark https://t.co/tvJbw5RSF2	NO	sadness
3KWGG5KP6J83ILMOH5OJZZVI7OZCMT	Venezuela	Підтримуваний США переворот ... Що може піти не так ?? #Венесуела	NO	anger
31S7M7DAGGW0YK6E3FIUOWGXV5CLTM	GameOfThrones	Твіттер - це подарунок, який ніколи не закінчується. Уява тут захоплююча #GameOfThrones https://t.co/rNiz4sbhHB	NO	joy
35NNO802AV20D6TOLGZ5NHIDPJUNI7	WorldBookDay	Міркування про весну у цей чудовий #WorldBookDay. https://t.co/j9FAFHQM5t	NO	joy
3AC6MFV69KOUY0WNIMSEISO7ZKNZH7	ChampionsLeague	Нехай Аллах полегшить нам цей місяць. #НоваПрофільнаФото #ЩасливогоНовогоМісяця #ЩасливогоДняПрацівника #ЛігаЧемпіонів #https://t.co/vnyhLNM772	NO	others
3E9ZFLPWOYY5P07SNMMELJ9BRX6XI3	GameOfThrones	Можна ми вигукнемо гучно на адресу Раміна Джаваді, тому що ЧИ ТИ СЛИШАВ ЦЮ МУЗИКУ В ТОМУ ЕПІЗОДІ, Я МАЮ НА УВАЗІ..?! #got #GameofThrones #RaminDjawadi https://t.co/lurvpbDZ1C	NO	joy
36JW4WBR06QOTJ5NHAY7F08PNFTHF1	WorldBookDay	Перевірте 23 книги, відібрані співробітниками USER та USER на честь #WorldBookDay, написані людьми, примусово переселеними. "Широта літературної праці показує, як багато біженців дали і продовжують давати своїм спільнотам і світу - включаючи свої історії." https://t.co/sT3y4m1heD	NO	others
3X2LT8FDHWOXBUQP4VE16B1QFZRW8X	NotreDame	"Tак красиво. Зі спокутами приходить надія 😔🙏🏽 #NotreDameCathedralFire"	NO	joy
385MDVINFCLMVBM8VZBSV1A4VAPJW8	GameOfThrones	Насправді їм не потрібно робити багато, щоб вбити Серсею, вони можуть просто відправити Арію, щоб прокрастися до неї ззаду і перерізати горло #GameOfThrones #GameofThronesSeason8 #BattleOfWinterfell #NotToday	NO	others
3QTFNPMJC6OM8WIYLKNRNCL3LWVZNF	Venezuela	Я здивований, що #AOC не підтримує втручання в #Venezuela, це не може бути корисним для її плану. (Note: the hashtags remain the same in both languages)	NO	surprise
